465,1,DNS_UPDATE_SUCCEEDED
488,1,DCOP_PLAN_PLUBLIED
509,1,RLG_PLAN_PUBLISHED
120724,242,DCOP_PLAN_PLUBLIED
123488,247,RLG_PLAN_PUBLISHED
123596,248,DNS_UPDATE_SUCCEEDED
124098,249,DNS_UPDATE_SUCCEEDED
126488,253,RLG_PLAN_PUBLISHED
126600,254,DNS_UPDATE_SUCCEEDED
153491,307,RLG_PLAN_PUBLISHED
153614,308,DNS_UPDATE_SUCCEEDED
154115,309,DNS_UPDATE_SUCCEEDED
156493,313,RLG_PLAN_PUBLISHED
156613,314,DNS_UPDATE_SUCCEEDED
213501,427,RLG_PLAN_PUBLISHED
213664,428,DNS_UPDATE_SUCCEEDED
214163,429,DNS_UPDATE_SUCCEEDED
216501,433,RLG_PLAN_PUBLISHED
216664,434,DNS_UPDATE_SUCCEEDED
273505,547,RLG_PLAN_PUBLISHED
273712,548,DNS_UPDATE_SUCCEEDED
274215,549,DNS_UPDATE_SUCCEEDED
276507,553,RLG_PLAN_PUBLISHED
276717,554,DNS_UPDATE_SUCCEEDED
277216,555,DNS_UPDATE_SUCCEEDED
279506,559,RLG_PLAN_PUBLISHED
279718,560,DNS_UPDATE_SUCCEEDED
333511,667,RLG_PLAN_PUBLISHED
333755,668,DNS_UPDATE_SUCCEEDED
334255,669,DNS_UPDATE_SUCCEEDED
336512,673,RLG_PLAN_PUBLISHED
336761,674,DNS_UPDATE_SUCCEEDED
337259,675,DNS_UPDATE_SUCCEEDED
339511,679,RLG_PLAN_PUBLISHED
339761,680,DNS_UPDATE_SUCCEEDED
393525,787,RLG_PLAN_PUBLISHED
393800,788,DNS_UPDATE_SUCCEEDED
394300,789,DNS_UPDATE_SUCCEEDED
396525,793,RLG_PLAN_PUBLISHED
396801,794,DNS_UPDATE_SUCCEEDED
397300,795,DNS_UPDATE_SUCCEEDED
399527,799,RLG_PLAN_PUBLISHED
399796,800,DNS_UPDATE_SUCCEEDED
400302,801,DNS_UPDATE_SUCCEEDED
402524,805,RLG_PLAN_PUBLISHED
402802,806,DNS_UPDATE_SUCCEEDED
453528,907,RLG_PLAN_PUBLISHED
453850,908,DNS_UPDATE_SUCCEEDED
454341,909,DNS_UPDATE_SUCCEEDED
456527,913,RLG_PLAN_PUBLISHED
456844,914,DNS_UPDATE_SUCCEEDED
457343,915,DNS_UPDATE_SUCCEEDED
459529,919,RLG_PLAN_PUBLISHED
459848,920,DNS_UPDATE_SUCCEEDED
460335,921,DNS_UPDATE_SUCCEEDED
462529,925,RLG_PLAN_PUBLISHED
462850,926,DNS_UPDATE_SUCCEEDED
463352,927,DNS_UPDATE_SUCCEEDED
465529,931,RLG_PLAN_PUBLISHED
465853,932,DNS_UPDATE_SUCCEEDED
513538,1027,RLG_PLAN_PUBLISHED
513906,1028,DNS_UPDATE_SUCCEEDED
514404,1029,DNS_UPDATE_SUCCEEDED
516537,1033,RLG_PLAN_PUBLISHED
516907,1034,DNS_UPDATE_SUCCEEDED
517408,1035,DNS_UPDATE_SUCCEEDED
519538,1039,RLG_PLAN_PUBLISHED
519910,1040,DNS_UPDATE_SUCCEEDED
573540,1147,RLG_PLAN_PUBLISHED
573962,1148,DNS_UPDATE_SUCCEEDED
574459,1149,DNS_UPDATE_SUCCEEDED
576541,1153,RLG_PLAN_PUBLISHED
576963,1154,DNS_UPDATE_SUCCEEDED
577462,1155,DNS_UPDATE_SUCCEEDED
579542,1159,RLG_PLAN_PUBLISHED
579963,1160,DNS_UPDATE_SUCCEEDED
580459,1161,DNS_UPDATE_SUCCEEDED
582542,1165,RLG_PLAN_PUBLISHED
582953,1166,DNS_UPDATE_SUCCEEDED
583464,1167,DNS_UPDATE_SUCCEEDED
585541,1171,RLG_PLAN_PUBLISHED
585968,1172,DNS_UPDATE_SUCCEEDED
586469,1173,DNS_UPDATE_SUCCEEDED
588541,1177,RLG_PLAN_PUBLISHED
588971,1178,DNS_UPDATE_SUCCEEDED
589471,1179,DNS_UPDATE_SUCCEEDED
591541,1183,RLG_PLAN_PUBLISHED
591972,1184,DNS_UPDATE_SUCCEEDED
594541,1189,RLG_PLAN_PUBLISHED
594978,1190,DNS_UPDATE_SUCCEEDED
595477,1191,DNS_UPDATE_SUCCEEDED
597542,1195,RLG_PLAN_PUBLISHED
597976,1196,DNS_UPDATE_SUCCEEDED
598478,1197,DNS_UPDATE_SUCCEEDED
600542,1201,RLG_PLAN_PUBLISHED
600981,1202,DNS_UPDATE_SUCCEEDED
601482,1203,DNS_UPDATE_SUCCEEDED
603542,1207,RLG_PLAN_PUBLISHED
603983,1208,DNS_UPDATE_SUCCEEDED
604484,1209,DNS_UPDATE_SUCCEEDED
606542,1213,RLG_PLAN_PUBLISHED
606986,1214,DNS_UPDATE_SUCCEEDED
609543,1219,RLG_PLAN_PUBLISHED
609992,1220,DNS_UPDATE_SUCCEEDED
610491,1221,DNS_UPDATE_SUCCEEDED
612543,1225,RLG_PLAN_PUBLISHED
612991,1226,DNS_UPDATE_SUCCEEDED
613491,1227,DNS_UPDATE_SUCCEEDED
615543,1231,RLG_PLAN_PUBLISHED
615993,1232,DNS_UPDATE_SUCCEEDED
618543,1237,RLG_PLAN_PUBLISHED
618997,1238,DNS_UPDATE_SUCCEEDED
619488,1239,DNS_UPDATE_SUCCEEDED
621542,1243,RLG_PLAN_PUBLISHED
622001,1244,DNS_UPDATE_SUCCEEDED
622500,1245,DNS_UPDATE_SUCCEEDED
624543,1249,RLG_PLAN_PUBLISHED
625038,1250,DNS_UPDATE_SUCCEEDED
639542,1279,RLG_PLAN_PUBLISHED
640039,1280,DNS_UPDATE_SUCCEEDED
640539,1281,DNS_UPDATE_SUCCEEDED
642543,1285,RLG_PLAN_PUBLISHED
643041,1286,DNS_UPDATE_SUCCEEDED
643538,1287,DNS_UPDATE_SUCCEEDED
645543,1291,RLG_PLAN_PUBLISHED
646037,1292,DNS_UPDATE_SUCCEEDED
646540,1293,DNS_UPDATE_SUCCEEDED
648544,1297,RLG_PLAN_PUBLISHED
649039,1298,DNS_UPDATE_SUCCEEDED
649538,1299,DNS_UPDATE_SUCCEEDED
651543,1303,RLG_PLAN_PUBLISHED
652039,1304,DNS_UPDATE_SUCCEEDED
652539,1305,DNS_UPDATE_SUCCEEDED
654543,1309,RLG_PLAN_PUBLISHED
655038,1310,DNS_UPDATE_SUCCEEDED
655541,1311,DNS_UPDATE_SUCCEEDED
657543,1315,RLG_PLAN_PUBLISHED
658038,1316,DNS_UPDATE_SUCCEEDED
658538,1317,DNS_UPDATE_SUCCEEDED
660543,1321,RLG_PLAN_PUBLISHED
661039,1322,DNS_UPDATE_SUCCEEDED
661539,1323,DNS_UPDATE_SUCCEEDED
663543,1327,RLG_PLAN_PUBLISHED
664042,1328,DNS_UPDATE_SUCCEEDED
714550,1428,RLG_PLAN_PUBLISHED
714661,1429,DNS_UPDATE_SUCCEEDED
717552,1434,RLG_PLAN_PUBLISHED
717662,1435,DNS_UPDATE_SUCCEEDED
718163,1436,DNS_UPDATE_SUCCEEDED
720551,1440,RLG_PLAN_PUBLISHED
720664,1441,DNS_UPDATE_SUCCEEDED
